"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"35186-16956","P","Gerrit","Gerrit Cole","Cole","43.42857142857143","7","11500","KAN@HOU","HOU","KAN","","","","Yes",""
"35186-5202","P","Justin","Justin Verlander","Verlander","42.125","8","11400","KAN@HOU","HOU","KAN","","","","",""
"35186-5427","P","Clayton","Clayton Kershaw","Kershaw","39.25","4","11300","ATL@LOS","LOS","ATL","","","","",""
"35186-52859","P","Jacob","Jacob deGrom","deGrom","38","6","11100","NYM@SDP","NYM","SDP","","","","Yes",""
"35186-10978","P","Stephen","Stephen Strasburg","Strasburg","41","7","10900","WAS@MIL","WAS","MIL","","","","",""
"35186-5481","P","Max","Max Scherzer","Scherzer","35.5","8","10500","WAS@MIL","WAS","MIL","","","","Yes",""
"35186-52183","P","Tyler","Tyler Glasnow","Glasnow","43.142857142857146","7","10500","ARI@TAM","TAM","ARI","","","","","0"
"35186-60639","P","Jose","Jose Berrios","Berrios","40.857142857142854","7","10300","MIN@TOR","MIN","TOR","","","","","0"
"35186-37014","P","Hyun-Jin","Hyun-Jin Ryu","Ryu","32.42857142857143","7","10000","ATL@LOS","LOS","ATL","","","","",""
"35186-12477","P","Chris","Chris Sale","Sale","27","7","9900","BOS@BAL","BOS","BAL","","","","","0"
"35186-79073","P","Mike","Mike Soroka","Soroka","42.25","4","9900","ATL@LOS","ATL","LOS","","","","",""
"35186-68488","P","Blake","Blake Snell","Snell","32.666666666666664","6","9900","ARI@TAM","TAM","ARI","","","","Yes",""
"35186-5784","P","David","David Price","Price","34.5","6","9800","BOS@BAL","BOS","BAL","IL","Elbow","","","0"
"35186-5466","P","Charlie","Charlie Morton","Morton","37","7","9400","ARI@TAM","TAM","ARI","","","","","0"
"35186-5983","P","Rich","Rich Hill","Hill","24.5","2","9400","ATL@LOS","LOS","ATL","","","","",""
"35186-12306","P","Jake","Jake Arrieta","Arrieta","34.714285714285715","7","9200","PHI@STL","PHI","STL","","","","",""
"35186-81051","P","Caleb","Caleb Smith","Smith","36.714285714285715","7","9200","MIA@CHC","MIA","CHC","","","","",""
"35186-79224","P","Chris","Chris Paddack","Paddack","34.5","6","9200","NYM@SDP","SDP","NYM","","","","Yes",""
"35186-38272","P","Mike","Mike Foltynewicz","Foltynewicz","19","2","9200","ATL@LOS","ATL","LOS","","","","",""
"35186-60647","P","Aaron","Aaron Nola","Nola","26.142857142857142","7","9100","PHI@STL","PHI","STL","","","","",""
"35186-13664","P","Patrick","Patrick Corbin","Corbin","37.57142857142857","7","9100","WAS@MIL","WAS","MIL","","","","",""
"35186-23834","P","Collin","Collin McHugh","McHugh","28.285714285714285","7","9000","KAN@HOU","HOU","KAN","","","","",""
"35186-79246","P","Jack","Jack Flaherty","Flaherty","27.5","8","9000","PHI@STL","STL","PHI","","","","",""
"35186-5525","P","Cole","Cole Hamels","Hamels","35.333333333333336","6","9000","MIA@CHC","CHC","MIA","","","","Yes",""
"35186-52172","P","Noah","Noah Syndergaard","Syndergaard","32","7","9000","NYM@SDP","NYM","SDP","","","","",""
"35186-5522","P","Zack","Zack Greinke","Greinke","37.625","8","8900","ARI@TAM","ARI","TAM","","","","","0"
"35186-38311","P","Ross","Ross Stripling","Stripling","22","9","8900","ATL@LOS","LOS","ATL","","","","",""
"35186-37999","P","Michael","Michael Wacha","Wacha","26.5","6","8800","PHI@STL","STL","PHI","","","","",""
"35186-38164","P","Jimmy","Jimmy Nelson","Nelson","0","0","8700","WAS@MIL","MIL","WAS","IL","Shoulder","","","0"
"35186-79168","P","Walker","Walker Buehler","Buehler","21.833333333333332","6","8700","ATL@LOS","LOS","ATL","","","","Yes",""
"35186-39127","P","Jerad","Jerad Eickhoff","Eickhoff","35.5","4","8600","PHI@STL","PHI","STL","","","","",""
"35186-68452","P","Kenta","Kenta Maeda","Maeda","26.285714285714285","7","8600","ATL@LOS","LOS","ATL","","","","",""
"35186-52185","P","Max","Max Fried","Fried","23.1","10","8600","ATL@LOS","ATL","LOS","","","","",""
"35186-12918","P","Julio","Julio Teheran","Teheran","29.125","8","8500","ATL@LOS","ATL","LOS","","","","",""
"35186-52142","P","Eduardo","Eduardo Rodriguez","Rodriguez","28.142857142857142","7","8500","BOS@BAL","BOS","BAL","","","","","0"
"35186-21099","P","Jose","Jose Quintana","Quintana","33.42857142857143","7","8400","MIA@CHC","CHC","MIA","","","","","0"
"35186-60627","P","Touki","Touki Toussaint","Toussaint","22.333333333333332","3","8300","ATL@LOS","ATL","LOS","","","","",""
"35186-16960","P","Zack","Zack Wheeler","Wheeler","33","7","8300","NYM@SDP","NYM","SDP","","","","",""
"35186-39041","P","Marcus","Marcus Stroman","Stroman","33.142857142857146","7","8200","MIN@TOR","TOR","MIN","","","","Yes",""
"35186-16931","P","Yu","Yu Darvish","Darvish","23.142857142857142","7","8200","MIA@CHC","CHC","MIA","","","","","0"
"35186-38000","P","Kevin","Kevin Gausman","Gausman","26.666666666666668","6","8100","ATL@LOS","ATL","LOS","","","","Yes",""
"35186-17116","P","Jake","Jake Odorizzi","Odorizzi","32","7","8000","MIN@TOR","MIN","TOR","","","","","0"
"35186-12936","P","Kyle","Kyle Gibson","Gibson","25.666666666666668","6","7900","MIN@TOR","MIN","TOR","","","","","0"
"35186-53398","P","Kyle","Kyle Hendricks","Hendricks","26.5","6","7800","MIA@CHC","CHC","MIA","","","","","0"
"35186-79072","P","Brad","Brad Keller","Keller","26.875","8","7800","KAN@HOU","KAN","HOU","","","","","0"
"35186-101881","P","Merrill","Merrill Kelly","Kelly","30","6","7700","ARI@TAM","ARI","TAM","","","","Yes",""
"35186-72265","P","Matt","Matt Strahm","Strahm","27.333333333333332","6","7700","NYM@SDP","SDP","NYM","","","","",""
"35186-82636","P","Joey","Joey Lucchesi","Lucchesi","24.857142857142858","7","7700","NYM@SDP","SDP","NYM","","","","",""
"35186-52174","P","Steven","Steven Matz","Matz","23.25","8","7700","NYM@SDP","NYM","SDP","DTD","Forearm","","",""
"35186-5431","P","Adam","Adam Wainwright","Wainwright","24.714285714285715","7","7600","PHI@STL","STL","PHI","","","","",""
"35186-62872","P","Vince","Vince Velasquez","Velasquez","25.333333333333332","6","7600","PHI@STL","PHI","STL","","","","Yes",""
"35186-68482","P","Zach","Zach Eflin","Eflin","31","7","7600","PHI@STL","PHI","STL","","","","",""
"35186-82840","P","Yonny","Yonny Chirinos","Chirinos","27.571428571428573","7","7600","ARI@TAM","TAM","ARI","","","","","0"
"35186-11328","P","Martin","Martin Perez","Perez","27.142857142857142","7","7500","MIN@TOR","MIN","TOR","","","","Yes",""
"35186-79275","P","Sean","Sean Reid-Foley","Reid-Foley","6","1","7500","MIN@TOR","TOR","MIN","","","","","0"
"35186-17164","P","Matt","Matt Shoemaker","Shoemaker","34.6","5","7500","MIN@TOR","TOR","MIN","IL","Knee","","","0"
"35186-15234","P","Brad","Brad Peacock","Peacock","19.428571428571427","7","7500","KAN@HOU","HOU","KAN","","","","",""
"35186-82935","P","Trevor","Trevor Richards","Richards","25.571428571428573","7","7500","MIA@CHC","MIA","CHC","","","","",""
"35186-5369","P","Jon","Jon Lester","Lester","28","6","7400","MIA@CHC","CHC","MIA","","","","","0"
"35186-5659","P","Rick","Rick Porcello","Porcello","25.285714285714285","7","7400","BOS@BAL","BOS","BAL","","","","","0"
"35186-80582","P","Brandon","Brandon Woodruff","Woodruff","23.444444444444443","9","7400","WAS@MIL","MIL","WAS","","","","","0"
"35186-52166","P","Julio","Julio Urias","Urias","21.285714285714285","7","7400","ATL@LOS","LOS","ATL","","","","",""
"35186-5796","P","Clayton","Clayton Richard","Richard","21.714285714285715","28","7300","MIN@TOR","TOR","MIN","IL","Knee","","","0"
"35186-82653","P","Ryan","Ryan Borucki","Borucki","25.647058823529413","17","7300","MIN@TOR","TOR","MIN","IL","Elbow","","","0"
"35186-66765","P","Jorge","Jorge Lopez","Lopez","24.571428571428573","7","7200","KAN@HOU","KAN","HOU","","","","","0"
"35186-60637","P","Sean","Sean Newcomb","Newcomb","12.666666666666666","3","7200","ATL@LOS","ATL","LOS","","","","",""
"35186-17121","P","Miles","Miles Mikolas","Mikolas","22.285714285714285","7","7200","PHI@STL","STL","PHI","","","","Yes",""
"35186-52194","P","Aaron","Aaron Sanchez","Sanchez","25.428571428571427","7","7200","MIN@TOR","TOR","MIN","","","","","0"
"35186-6151","P","Anibal","Anibal Sanchez","Sanchez","22.714285714285715","7","7100","WAS@MIL","WAS","MIL","","","","",""
"35186-83152","P","Pablo","Pablo Lopez","Lopez","25","8","7100","MIA@CHC","MIA","CHC","","","","",""
"35186-53608","P","Jose","Jose Urena","Urena","19","8","7100","MIA@CHC","MIA","CHC","","","","",""
"35186-39686","P","Carlos","Carlos Martinez","Martinez","19.647058823529413","34","7100","PHI@STL","STL","PHI","IL","Shoulder","","",""
"35186-53029","P","Robbie","Robbie Ray","Ray","30.571428571428573","7","7000","ARI@TAM","ARI","TAM","","","","","0"
"35186-68561","P","Luke","Luke Weaver","Weaver","29.375","8","7000","ARI@TAM","ARI","TAM","","","","","0"
"35186-97300","P","John","John Means","Means","18.25","8","6900","BOS@BAL","BAL","BOS","","","","Yes",""
"35186-73301","P","Brent","Brent Suter","Suter","22","21","6900","WAS@MIL","MIL","WAS","IL","Elbow","","","0"
"35186-5790","P","Homer","Homer Bailey","Bailey","25.285714285714285","7","6900","KAN@HOU","KAN","HOU","","","","","0"
"35186-12269","P","Andrew","Andrew Cashner","Cashner","24","7","6900","BOS@BAL","BAL","BOS","","","","","0"
"35186-79951","P","Nick","Nick Pivetta","Pivetta","16","4","6800","PHI@STL","PHI","STL","","","","",""
"35186-85599","P","Framber","Framber Valdez","Valdez","9.714285714285714","7","6800","KAN@HOU","HOU","KAN","","","","",""
"35186-12972","P","Wade","Wade Miley","Miley","24.714285714285715","7","6800","KAN@HOU","HOU","KAN","","","","",""
"35186-63827","P","Zack","Zack Godley","Godley","16.5","6","6700","ARI@TAM","ARI","TAM","","","","","0"
"35186-79226","P","Eric","Eric Lauer","Lauer","25.285714285714285","7","6700","NYM@SDP","SDP","NYM","","","","",""
"35186-103218","P","Nick","Nick Margevicius","Margevicius","23","7","6700","NYM@SDP","SDP","NYM","","","","",""
"35186-85531","P","Josh","Josh James","James","6.416666666666667","12","6600","KAN@HOU","HOU","KAN","","","","",""
"35186-5197","P","Clay","Clay Buchholz","Buchholz","12","5","6500","MIN@TOR","TOR","MIN","","","","","0"
"35186-79191","P","Fernando","Fernando Romero","Romero","4.5","6","6500","MIN@TOR","MIN","TOR","","","","","0"
"35186-12864","P","Michael","Michael Pineda","Pineda","19.857142857142858","7","6500","MIN@TOR","MIN","TOR","","","","","0"
"35186-5885","P","Jhoulys","Jhoulys Chacin","Chacin","21","7","6500","WAS@MIL","MIL","WAS","","","","Yes",""
"35186-65988","P","Zach","Zach Davies","Davies","26.25","8","6400","WAS@MIL","MIL","WAS","","","","","0"
"35186-16922","P","Wei-Yin","Wei-Yin Chen","Chen","3.375","8","6400","MIA@CHC","MIA","CHC","","","","",""
"35186-5320","P","Gio","Gio Gonzalez","Gonzalez","24.5","2","6300","WAS@MIL","MIL","WAS","","","","","0"
"35186-79147","P","Jakob","Jakob Junis","Junis","25.428571428571427","7","6300","KAN@HOU","KAN","HOU","","","","Yes",""
"35186-12934","P","Tyler","Tyler Chatwood","Chatwood","8.875","8","6300","MIA@CHC","CHC","MIA","","","","","0"
"35186-13233","P","Nathan","Nathan Eovaldi","Eovaldi","18.25","4","6300","BOS@BAL","BOS","BAL","IL","Elbow","","","0"
"35186-13268","P","Danny","Danny Duffy","Duffy","23","2","6300","KAN@HOU","KAN","HOU","","","","","0"
"35186-83190","P","Freddy","Freddy Peralta","Peralta","18","5","6200","WAS@MIL","MIL","WAS","","","","","0"
"35186-16957","P","Dylan","Dylan Bundy","Bundy","24.571428571428573","7","6200","BOS@BAL","BAL","BOS","","","","","0"
"35186-82535","P","Kyle","Kyle Wright","Wright","15.333333333333334","3","6200","ATL@LOS","ATL","LOS","","","","",""
"35186-82604","P","Corbin","Corbin Burnes","Burnes","13","6","6200","WAS@MIL","MIL","WAS","","","","","0"
"35186-68528","P","Chase","Chase De Jong","De Jong","-9","1","6200","MIN@TOR","MIN","TOR","","","","","0"
"35186-101855","P","Trent","Trent Thornton","Thornton","25.142857142857142","7","6100","MIN@TOR","TOR","MIN","","","","","0"
"35186-38161","P","Chase","Chase Anderson","Anderson","16.571428571428573","7","6000","WAS@MIL","MIL","WAS","IL","Finger","","","0"
"35186-79254","P","Dakota","Dakota Hudson","Hudson","19.428571428571427","7","6000","PHI@STL","STL","PHI","","","","",""
"35186-101836","P","Pedro","Pedro Avila","Avila","28","1","6000","NYM@SDP","SDP","NYM","DTD","Elbow","","",""
"35186-10968","P","Jeremy","Jeremy Hellickson","Hellickson","19.166666666666668","6","6000","WAS@MIL","WAS","MIL","","","","",""
"35186-79066","P","Anthony","Anthony Banda","Banda","20.666666666666668","3","5900","ARI@TAM","TAM","ARI","IL","Elbow","","","0"
"35186-52873","P","Joe","Joe Ross","Ross","0.7777777777777778","9","5900","WAS@MIL","WAS","MIL","","","","",""
"35186-68564","P","Erick","Erick Fedde","Fedde","21","1","5900","WAS@MIL","WAS","MIL","","","","",""
"35186-13123","P","Alex","Alex Cobb","Cobb","5.333333333333333","3","5800","BOS@BAL","BAL","BOS","IL","Back","","","0"
"35186-68485","P","Ryan","Ryan Yarbrough","Yarbrough","11.8","5","5800","ARI@TAM","TAM","ARI","","","","","0"
"35186-68493","P","David","David Hess","Hess","16.142857142857142","7","5800","BOS@BAL","BAL","BOS","","","","","0"
"35186-79903","P","Glenn","Glenn Sparkman","Sparkman","15","4","5700","KAN@HOU","KAN","HOU","","","","","0"
"35186-60653","P","Adalberto","Adalberto Mejia","Mejia","3.090909090909091","11","5700","MIN@TOR","MIN","TOR","IL","Calf","","","0"
"35186-38148","P","Steven","Steven Wright","Wright","13.45","20","5700","BOS@BAL","BOS","BAL","DTD","Suspension","","","0"
"35186-62871","P","Junior","Junior Guerra","Guerra","6.714285714285714","14","5700","WAS@MIL","MIL","WAS","","","","","0"
"35186-79259","P","Jake","Jake Faria","Faria","9","1","5700","ARI@TAM","TAM","ARI","","","","","0"
"35186-23409","P","Dan","Dan Straily","Straily","8.5","6","5700","BOS@BAL","BAL","BOS","","","","","0"
"35186-6200","P","Jason","Jason Vargas","Vargas","13","7","5600","NYM@SDP","NYM","SDP","DTD","Hamstring","","",""
"35186-83181","P","Heath","Heath Fillmyer","Fillmyer","5.25","4","5600","KAN@HOU","KAN","HOU","","","","","0"
"35186-79245","P","Sandy","Sandy Alcantara","Alcantara","20.333333333333332","6","5600","MIA@CHC","MIA","CHC","","","","Yes",""
"35186-17118","P","Robbie","Robbie Erlin","Erlin","7.888888888888889","9","5600","NYM@SDP","SDP","NYM","","","","",""
"35186-52169","P","Kohl","Kohl Stewart","Stewart","6","1","5600","MIN@TOR","MIN","TOR","","","","","0"
"35186-13312","P","Ryan","Ryan Brasier","Brasier","5","15","5500","BOS@BAL","BOS","BAL","","","","","0"
"35186-81922","P","Jacob","Jacob Rhame","Rhame","2.3333333333333335","3","5500","NYM@SDP","NYM","SDP","IL","Undisclosed","","",""
"35186-79882","P","Austin","Austin Pruitt","Pruitt","4","2","5500","ARI@TAM","TAM","ARI","","","","","0"
"35186-79895","P","Miguel","Miguel Diaz","Diaz","11.090909090909092","11","5500","NYM@SDP","SDP","NYM","IL","Knee","","",""
"35186-82975","P","Yefry","Yefry Ramirez","Ramirez","15","2","5500","BOS@BAL","BAL","BOS","","","","","0"
"35186-82976","P","Corey","Corey Oswalt","Oswalt","4","2","5500","NYM@SDP","NYM","SDP","","","","",""
"35186-82986","P","Colten","Colten Brewer","Brewer","3.5625","16","5500","BOS@BAL","BOS","BAL","","","","","0"
"35186-68654","P","John","John Gant","Gant","8.166666666666666","18","5500","PHI@STL","STL","PHI","","","","",""
"35186-68661","P","Joe","Joe Biagini","Biagini","4.9375","16","5500","MIN@TOR","TOR","MIN","","","","","0"
"35186-38966","P","Mike","Mike Morin","Morin","12","1","5500","MIN@TOR","MIN","TOR","","","","","0"
"35186-82999","P","Scott","Scott Barlow","Barlow","8.909090909090908","11","5500","KAN@HOU","KAN","HOU","","","","","0"
"35186-68662","P","Luis","Luis Perdomo","Perdomo","7.8","5","5500","NYM@SDP","SDP","NYM","","","","",""
"35186-11321","P","Mike","Mike Montgomery","Montgomery","-0.25","4","5500","MIA@CHC","CHC","MIA","IL","Lat","","","0"
"35186-79930","P","Shane","Shane Carle","Carle","2.6666666666666665","6","5500","ATL@LOS","ATL","LOS","","","","",""
"35186-11325","P","Sean","Sean Doolittle","Doolittle","7.733333333333333","15","5500","WAS@MIL","WAS","MIL","","","","",""
"35186-71742","P","Grant","Grant Dayton","Dayton","2.3333333333333335","3","5500","ATL@LOS","ATL","LOS","","","","",""
"35186-58434","P","Kendall","Kendall Graveman","Graveman","15.857142857142858","7","5500","MIA@CHC","CHC","MIA","IL","Elbow","","","0"
"35186-38981","P","Brandon","Brandon Workman","Workman","6.823529411764706","17","5500","BOS@BAL","BOS","BAL","","","","","0"
"35186-11335","P","Jay","Jay Jackson","Jackson","0.3333333333333333","3","5500","WAS@MIL","MIL","WAS","","","","","0"
"35186-23626","P","Will","Will Harris","Harris","4.333333333333333","12","5500","KAN@HOU","HOU","KAN","","","","",""
"35186-79960","P","Paul","Paul Fry","Fry","4.666666666666667","12","5500","BOS@BAL","BAL","BOS","","","","","0"
"35186-82018","P","Victor","Victor Arano","Arano","11.666666666666666","3","5500","PHI@STL","PHI","STL","IL","Elbow","","",""
"35186-72809","P","Austin","Austin Brice","Brice","8.142857142857142","7","5500","MIA@CHC","MIA","CHC","","","","",""
"35186-13418","P","Alex","Alex Wilson","Wilson","3.3076923076923075","13","5500","WAS@MIL","MIL","WAS","","","","","0"
"35186-13421","P","Arodys","Arodys Vizcaino","Vizcaino","8.25","4","5500","ATL@LOS","ATL","LOS","IL","Shoulder","","",""
"35186-5230","P","Joe","Joe Smith","Smith","4.428571428571429","56","5500","KAN@HOU","HOU","KAN","IL","Achilles","","",""
"35186-5231","P","Tony","Tony Sipp","Sipp","2.3125","16","5500","WAS@MIL","WAS","MIL","","","","",""
"35186-6257","P","Pedro","Pedro Strop","Strop","5.636363636363637","11","5500","MIA@CHC","CHC","MIA","","","","","0"
"35186-38001","P","Matt","Matt Barnes","Barnes","9.23076923076923","13","5500","BOS@BAL","BOS","BAL","","","","","0"
"35186-38002","P","Kyle","Kyle Zimmer","Zimmer","2","3","5500","KAN@HOU","KAN","HOU","","","","","0"
"35186-82037","P","Gabriel","Gabriel Moya","Moya","4.6571428571428575","35","5500","MIN@TOR","MIN","TOR","","","","","0"
"35186-85108","P","Enyel","Enyel De Los Santos","De Los Santos","9","2","5500","PHI@STL","PHI","STL","","","","",""
"35186-82039","P","Aaron","Aaron Wilkerson","Wilkerson","9.333333333333334","3","5500","WAS@MIL","MIL","WAS","IL","Foot","","","0"
"35186-38007","P","Jose","Jose Alvarez","Alvarez","2.0833333333333335","12","5500","PHI@STL","PHI","STL","","","","",""
"35186-85119","P","Drew","Drew Gagnon","Gagnon","8.5","4","5500","NYM@SDP","NYM","SDP","","","","",""
"35186-83072","P","Trevor","Trevor Oaks","Oaks","9.5","4","5500","KAN@HOU","KAN","HOU","IL","Hip","","","0"
"35186-11403","P","Jonny","Jonny Venters","Venters","0.8333333333333334","6","5500","ATL@LOS","ATL","LOS","IL","Calf","","",""
"35186-38036","P","T.J.","T.J. McFarland","McFarland","0.5","2","5500","ARI@TAM","ARI","TAM","","","","","0"
"35186-73877","P","Kevin","Kevin McCarthy","McCarthy","-2.1666666666666665","6","5500","KAN@HOU","KAN","HOU","","","","","0"
"35186-21653","P","Hector","Hector Neris","Neris","6.533333333333333","15","5500","PHI@STL","PHI","STL","","","","",""
"35186-6295","P","Daniel","Daniel Hudson","Hudson","5.533333333333333","15","5500","MIN@TOR","TOR","MIN","","","","","0"
"35186-73878","P","Matt","Matt Koch","Koch","2.888888888888889","9","5500","ARI@TAM","ARI","TAM","","","","","0"
